id,source,doc_type,title,date,year,url,filename,period,topic,topic_prob
lowi-2018-18,lowi,advies,Advies 2018-18,2021-05-27,2018,https://lowi.nl/advies-2018-18/,,2015-2019,8,0.8232770113332709
lowi-2018-19,lowi,advies,Advies 2018-19,2021-05-27,2018,https://lowi.nl/advies-2018-19/,,2015-2019,1,1.0
lowi-2018-20,lowi,advies,Advies 2018-20,2021-05-27,2018,https://lowi.nl/advies-2018-20/,,2015-2019,1,0.4724095358774868
lowi-2019-01,lowi,advies,Advies 2019-01,2021-05-25,2019,https://lowi.nl/advies-2019-01/,,2015-2019,8,0.588457145839496
lowi-2019-04,lowi,advies,Advies 2019-04,2021-05-25,2019,https://lowi.nl/advies-2019-04/,,2015-2019,1,0.9499203941198435
lowi-2019-05,lowi,advies,Advies 2019-05,2021-05-25,2019,https://lowi.nl/advies-2019-05/,,2015-2019,8,1.0
lowi-2019-06,lowi,advies,Advies 2019-06,2021-05-25,2019,https://lowi.nl/advies-2019-06/,,2015-2019,8,1.0
lowi-2019-07,lowi,advies,Advies 2019-07,2021-05-25,2019,https://lowi.nl/advies-2019-07/,,2015-2019,8,1.0
lowi-2019-08,lowi,advies,Advies 2019-08,2021-05-26,2019,https://lowi.nl/advies-2019-08/,,2015-2019,8,1.0
lowi-2019-09,lowi,advies,Advies 2019-09,2021-05-26,2019,https://lowi.nl/advies-2019-09/,,2015-2019,1,0.8705608115523975
lowi-2019-10,lowi,advies,Advies 2019-10,2021-05-26,2019,https://lowi.nl/advies-2019-10/,,2015-2019,8,0.4556196439767923
lowi-2019-11,lowi,advies,Advies 2019-11,2021-05-26,2019,https://lowi.nl/advies-2019-11/,,2015-2019,8,0.4556196439767923
lowi-2019-12,lowi,advies,Advies 2019-12,2021-05-26,2019,https://lowi.nl/advies-2019-12/,,2015-2019,1,0.9499203941198435
lowi-2019-13,lowi,advies,Advies 2019-13,2021-05-26,2019,https://lowi.nl/advies-2019-13/,,2015-2019,1,1.0
lowi-2019-14,lowi,advies,Advies 2019-14,2021-05-26,2019,https://lowi.nl/advies-2019-14/,,2015-2019,8,1.0
lowi-2019-17,lowi,advies,Advies 2019-17,2021-05-26,2019,https://lowi.nl/advies-2019-17/,,2015-2019,8,0.4556196439767923
lowi-2019-19,lowi,advies,Advies 2019-19,2021-05-26,2019,https://lowi.nl/advies-2019-19/,,2015-2019,1,0.3970888244358238
lowi-2019-21,lowi,advies,Advies 2019-21,2021-05-26,2019,https://lowi.nl/advies-2019-21/,,2015-2019,10,0.9205841012202923
lowi-2019-22,lowi,advies,Advies 2019-22,2021-05-26,2019,https://lowi.nl/advies-2019-22/,,2015-2019,24,1.0
lowi-2019-23,lowi,advies,Advies 2019-23,2021-05-26,2019,https://lowi.nl/advies-2019-23/,,2015-2019,5,0.4280329986627741
lowi-2019-25,lowi,advies,Advies 2019-25,2021-05-26,2019,https://lowi.nl/advies-2019-25/,,2015-2019,5,0.4280329986627741
lowi-2020-01,lowi,advies,Advies 2020-01,2021-05-25,2020,https://lowi.nl/advies-2020-01/,,2020-2024,5,0.4280329986627741
lowi-2020-02,lowi,advies,Advies 2020-02,2021-05-25,2020,https://lowi.nl/advies-2020-02/,,2020-2024,6,0.5499934828311607
lowi-2020-07,lowi,advies,Advies 2020-07,2021-05-25,2020,https://lowi.nl/advies-2020-07/,,2020-2024,5,0.4280329986627741
lowi-2020-08,lowi,advies,Advies 2020-08,2021-05-25,2020,https://lowi.nl/advies-2020-08/,,2020-2024,5,1.0
lowi-2020-10,lowi,advies,Advies 2020-10,2021-05-25,2020,https://lowi.nl/advies-2020-10/,,2020-2024,14,1.0
lowi-2020-11,lowi,advies,Advies  2020-11,2021-05-20,2020,https://lowi.nl/advies-2020-11/,,2020-2024,5,0.6435226223591741
lowi-2020-14,lowi,advies,Advies 2020-14,2021-05-20,2020,https://lowi.nl/advies-2020-14/,,2020-2024,6,0.5499934828311607
lowi-2020-17,lowi,advies,Advies 2020-17,2021-05-20,2020,https://lowi.nl/advies-2020-17/,,2020-2024,3,1.0
lowi-2020-18,lowi,advies,Advies 2020-18,2021-05-20,2020,https://lowi.nl/advies-2020-18/,,2020-2024,3,1.0
lowi-2020-19,lowi,advies,Advies 2020-19,2021-05-19,2020,https://lowi.nl/advies-2020-19/,,2020-2024,21,0.4806504557980462
lowi-2020-20,lowi,advies,Advies 2020-20,2021-03-17,2020,https://lowi.nl/advies-2020-20/,,2020-2024,3,1.0
lowi-2020-21,lowi,advies,Advies 2020-21,2021-03-12,2020,https://lowi.nl/advies-2020-21/,,2020-2024,3,1.0
lowi-2020-22,lowi,advies,Advies 2020-22,2021-05-11,2020,https://lowi.nl/advies-2020-22/,,2020-2024,-1,0.0
lowi-2021-01,lowi,advies,Advies 2021-01,2021-05-18,2021,https://lowi.nl/advies-2021-01/,,2020-2024,3,1.0
lowi-2021-02,lowi,advies,Advies 2021-02,2021-03-12,2021,https://lowi.nl/advies-2021-02/,,2020-2024,-1,0.0
lowi-2021-07,lowi,advies,Advies 2021-07,2021-06-02,2021,https://lowi.nl/advies-2021-07/,,2020-2024,6,0.4389896058355016
lowi-2021-08,lowi,advies,Advies 2021-08,2021-06-02,2021,https://lowi.nl/advies-2021-08/,,2020-2024,10,1.0
lowi-2021-10,lowi,advies,Advies 2021-10,2021-06-23,2021,https://lowi.nl/advies-2021-10/,,2020-2024,-1,0.0
lowi-2021-12,lowi,advies,Advies 2021-12,2021-07-08,2021,https://lowi.nl/advies-2021-12/,,2020-2024,-1,0.0
lowi-2021-13-2,lowi,advies,Advies 2021-13,2021-10-12,2021,https://lowi.nl/advies-2021-13-2/,,2020-2024,6,0.4321381541117071
lowi-2021-14,lowi,advies,Advies 2021-14,2021-08-04,2021,https://lowi.nl/advies-2021-14/,,2020-2024,14,1.0
lowi-2021-15,lowi,advies,Advies 2021-15,2021-11-16,2021,https://lowi.nl/advies-2021-15/,,2020-2024,25,1.0
lowi-2021-16,lowi,advies,Advies 2021-16,2021-11-16,2021,https://lowi.nl/advies-2021-16/,,2020-2024,10,0.9205841012202923
lowi-2021-17,lowi,advies,Advies 2021-17,2021-12-16,2021,https://lowi.nl/advies-2021-17/,,2020-2024,24,1.0
lowi-2021-18,lowi,advies,Advies 2021-18,2021-12-16,2021,https://lowi.nl/advies-2021-18/,,2020-2024,14,0.9206993179159015
lowi-2021-20,lowi,advies,Advies 2021-20,2022-01-19,2021,https://lowi.nl/advies-2021-20/,,2020-2024,5,0.7074245978443544
lowi-2021-21,lowi,advies,Advies 2021-21,2022-02-24,2021,https://lowi.nl/advies-2021-21/,,2020-2024,10,1.0
lowi-2021-22,lowi,advies,Advies 2021-22,2022-02-28,2021,https://lowi.nl/advies-2021-22/,,2020-2024,27,1.0
lowi-2022-01,lowi,advies,Advies 2022-01,2022-06-07,2022,https://lowi.nl/advies-2022-01/,,2020-2024,27,1.0
lowi-2022-02,lowi,advies,Advies 2022-02,2022-06-07,2022,https://lowi.nl/advies-2022-02/,,2020-2024,14,0.6149125983649522
lowi-2022-07,lowi,advies,Advies 2022-07,2022-08-30,2022,https://lowi.nl/advies-2022-07/,,2020-2024,15,0.9171483698781624
lowi-2022-08,lowi,advies,Advies 2022-08,2022-09-15,2022,https://lowi.nl/advies-2022-08/,,2020-2024,25,1.0
lowi-2022-09,lowi,advies,Advies 2022-09,2022-09-29,2022,https://lowi.nl/advies-2022-09/,,2020-2024,21,1.0
lowi-2022-10,lowi,advies,Advies 2022-10,2022-09-29,2022,https://lowi.nl/advies-2022-10/,,2020-2024,15,1.0
lowi-2022-11,lowi,advies,Advies 2022-11,2022-09-29,2022,https://lowi.nl/advies-2022-11/,,2020-2024,21,1.0
lowi-2022-12,lowi,advies,Advies 2022-12,2022-09-29,2022,https://lowi.nl/advies-2022-12/,,2020-2024,3,1.0
lowi-2022-13,lowi,advies,Advies 2022-13,2022-09-29,2022,https://lowi.nl/advies-2022-13/,,2020-2024,6,1.0
lowi-2022-14,lowi,advies,Advies 2022-14,2022-09-29,2022,https://lowi.nl/advies-2022-14/,,2020-2024,10,1.0
lowi-2022-15,lowi,advies,Advies  2022-15,2022-09-29,2022,https://lowi.nl/advies-2022-15/,,2020-2024,14,0.7450178018146247
lowi-2022-16,lowi,advies,Advies 2022-16,2022-11-02,2022,https://lowi.nl/advies-2022-16/,,2020-2024,10,1.0
lowi-2022-17,lowi,advies,Advies 2022-17,2022-12-01,2022,https://lowi.nl/advies-2022-17/,,2020-2024,14,1.0
lowi-2022-18,lowi,advies,Advies 2022-18,2022-12-08,2022,https://lowi.nl/advies-2022-18/,,2020-2024,5,0.5042496221597587
lowi-2022-19,lowi,advies,Advies 2022-19,2023-02-16,2022,https://lowi.nl/advies-2022-19/,,2020-2024,10,0.6662348761694367
lowi-2023-01,lowi,advies,Advies  2023-01,2023-03-02,2023,https://lowi.nl/advies-2023-01/,,2020-2024,6,1.0
lowi-2023-02,lowi,advies,Advies 2023-02,2023-03-02,2023,https://lowi.nl/advies-2023-02/,,2020-2024,24,1.0
lowi-2023-03,lowi,advies,Advies 2023-03,2023-03-15,2023,https://lowi.nl/advies-2023-03/,,2020-2024,6,1.0
lowi-2023-04,lowi,advies,Besluit 2023-04,2023-03-15,2023,https://lowi.nl/advies-2023-04/,,2020-2024,-1,0.0
lowi-2023-05,lowi,advies,Advies 2023-05,2023-04-26,2023,https://lowi.nl/advies-2023-05/,,2020-2024,14,1.0
lowi-2023-06,lowi,advies,Advies 2023-06,2023-05-30,2023,https://lowi.nl/advies-2023-06/,,2020-2024,-1,0.0
lowi-2023-07,lowi,advies,Advies 2023-07,2023-06-01,2023,https://lowi.nl/advies-2023-07/,,2020-2024,27,1.0
lowi-2023-08,lowi,advies,Advies 2023-08,2023-06-28,2023,https://lowi.nl/advies-2023-08/,,2020-2024,-1,0.0
lowi-2023-09,lowi,advies,Advies 2023-09,2023-06-28,2023,https://lowi.nl/advies-2023-09/,,2020-2024,6,1.0
lowi-2023-10,lowi,advies,Advies 2023-10,2023-06-28,2023,https://lowi.nl/advies-2023-10/,,2020-2024,6,0.5942218211630664
lowi-2023-11,lowi,advies,Advies 2023-11,2023-07-26,2023,https://lowi.nl/advies-2023-11/,,2020-2024,21,1.0
lowi-2023-12,lowi,advies,Advies 2023-12,2023-09-14,2023,https://lowi.nl/advies-2023-12/,,2020-2024,10,0.6747468206315046
lowi-2023-13,lowi,advies,Advies 2023-13,2023-09-14,2023,https://lowi.nl/advies-2023-13/,,2020-2024,-1,0.0
lowi-2023-17,lowi,advies,Advies 2023-17,2024-01-17,2023,https://lowi.nl/advies-2023-17/,,2020-2024,5,0.3807229062557023
lowi-2023-18,lowi,advies,Advies 2023-18,2024-01-17,2023,https://lowi.nl/advies-2023-18/,,2020-2024,5,0.3807229062557023
lowi-2023-19,lowi,advies,Advies 2023-19,2024-01-17,2023,https://lowi.nl/advies-2023-19/,,2020-2024,10,0.7355600729413113
lowi-2023-20,lowi,advies,Advies 2023-20,2024-01-17,2023,https://lowi.nl/advies-2023-20/,,2020-2024,27,1.0
lowi-2024-01,lowi,advies,Advies 2024-01,2024-02-22,2024,https://lowi.nl/advies-2024-01/,,2020-2024,6,0.5499934828311607
lowi-2024-02,lowi,advies,Advies 2024-02,2024-02-22,2024,https://lowi.nl/advies-2024-02/,,2020-2024,5,1.0
lowi-2024-03,lowi,advies,Advies 2024-03,2024-04-16,2024,https://lowi.nl/advies-2024-03/,,2020-2024,5,0.3807229062557023
lowi-2024-04,lowi,advies,Advies 2024-04,2024-05-16,2024,https://lowi.nl/advies-2024-04/,,2020-2024,25,1.0
lowi-2024-05,lowi,advies,Advies 2024-05,2024-05-16,2024,https://lowi.nl/advies-2024-05/,,2020-2024,3,0.832795231180481
lowi-2024-06,lowi,advies,Advies 2024-06,2024-05-20,2024,https://lowi.nl/advies-2024-06/,,2020-2024,15,1.0
lowi-2024-07,lowi,advies,Advies 2024-07,2024-06-20,2024,https://lowi.nl/advies-2024-07/,,2020-2024,5,1.0
lowi-2024-10,lowi,advies,Advies 2024-10,2024-07-17,2024,https://lowi.nl/advies-2024-10/,,2020-2024,25,1.0
lowi-2024-11,lowi,advies,Advies 2024-11,2024-07-17,2024,https://lowi.nl/advies-2024-11/,,2020-2024,21,1.0
lowi-2024-14,lowi,advies,Advies 2024-14,2024-07-17,2024,https://lowi.nl/advies-2024-14/,,2020-2024,3,0.800173689142143
lowi-2024-19,lowi,advies,Advies 2024-19,2024-12-12,2024,https://lowi.nl/advies-2024-19/,,2020-2024,15,0.9020723461343746
lowi-2024-20,lowi,advies,Advies 2024-20,2024-12-12,2024,https://lowi.nl/advies-2024-20/,,2020-2024,25,1.0
lowi-2024-21,lowi,advies,Advies 2024-21,2025-01-24,2024,https://lowi.nl/advies-2024-21/,,2020-2024,10,1.0
lowi-2024-22,lowi,advies,Advies 2024-22,2025-01-24,2024,https://lowi.nl/advies-2024-22/,,2020-2024,10,0.7513554450991964
lowi-2025-03,lowi,advies,Advies 2025-03,2025-03-17,2025,https://lowi.nl/advies-2025-03/,,2025+,6,0.715293290319979
lowi-2025-04,lowi,advies,Advies 2025-04,2025-04-24,2025,https://lowi.nl/advies-2025-04/,,2025+,-1,0.0
lowi-2025-05,lowi,advies,Advies 2025-05,2025-04-25,2025,https://lowi.nl/advies-2025-05/,,2025+,3,0.7235885823757371
lowi-2025-06,lowi,advies,Advies 2025-06,2025-06-18,2025,https://lowi.nl/advies-2025-06/,,2025+,15,1.0
lowi-2025-08,lowi,advies,Advies 2025-08,2025-05-22,2025,https://lowi.nl/advies-2025-08/,,2025+,-1,0.0
lowi-2025-09,lowi,advies,Advies 2025-09,2025-07-07,2025,https://lowi.nl/advies-2025-09/,,2025+,3,1.0
lowi-2025-11,lowi,advies,Advies 2025-11,2025-07-24,2025,https://lowi.nl/advies-2025-11/,,2025+,3,1.0
lowi-2025-12,lowi,advies,Advies 2025-12,2025-12-09,2025,https://lowi.nl/advies-2025-12/,,2025+,10,0.9120573542225537
lowi-2025-13,lowi,advies,Advies 2025-13,2025-11-25,2025,https://lowi.nl/advies-2025-13/,,2025+,3,1.0
lowi-2025-14-2,lowi,advies,Advies 2025-14,2026-01-26,2025,https://lowi.nl/advies-2025-14-2/,,2025+,14,0.8910751745912356
lowi-2025-15,lowi,advies,Advies 2025-15,2026-01-20,2025,https://lowi.nl/advies-2025-15/,,2025+,5,0.8125487038352038
lowi-2025-16,lowi,advies,Advies 2025-16,2026-02-17,2025,https://lowi.nl/advies-2025-16/,,2025+,27,1.0
lowi-2025-17,lowi,advies,Advies 2025-17,2026-01-28,2025,https://lowi.nl/advies-2025-17/,,2025+,5,0.5175221243479583
lowi-2025-18,lowi,advies,Advies 2025-18,2026-03-23,2025,https://lowi.nl/advies-2025-18/,,2025+,21,1.0
lowi-2026-01,lowi,advies,Advies 2026-01,2026-04-30,2026,https://lowi.nl/advies-2026-01/,,2025+,5,1.0
lowi-2012-01,lowi,besluit,Besluit 2012-01,2021-06-22,2012,https://lowi.nl/besluit-2012-01/,,2010-2014,2,0.6032629721747255
lowi-2015-08,lowi,besluit,Besluit 2015-08,2021-06-02,2015,https://lowi.nl/besluit-2015-08/,,2015-2019,22,0.7795379732696257
lowi-2016-03,lowi,besluit,Besluit 2016-03,2021-06-01,2016,https://lowi.nl/besluit-2016-03/,,2015-2019,-1,0.0
lowi-2016-11,lowi,besluit,Besluit 2016-11,2021-06-01,2016,https://lowi.nl/besluit-2016-11/,,2015-2019,20,0.7878585508906739
lowi-2016-16,lowi,besluit,Besluit 2016-16,2021-06-02,2016,https://lowi.nl/besluit-2016-16/,,2015-2019,20,1.0
lowi-2017-02,lowi,besluit,Besluit 2017-02,2021-05-31,2017,https://lowi.nl/besluit-2017-02/,,2015-2019,20,1.0
lowi-2017-07,lowi,besluit,Besluit 2017-07,2021-05-31,2017,https://lowi.nl/besluit-2017-07/,,2015-2019,20,1.0
lowi-2017-11,lowi,besluit,Besluit 2017-11,2021-05-31,2017,https://lowi.nl/besluit-2017-11/,,2015-2019,20,1.0
lowi-2018-04,lowi,besluit,Besluit 2018-04,2021-05-26,2018,https://lowi.nl/besluit-2018-04/,,2015-2019,1,0.39666803903564546
lowi-2018-09,lowi,besluit,Besluit 2018-09,2021-05-27,2018,https://lowi.nl/besluit-2018-09/,,2015-2019,19,1.0
lowi-2018-10,lowi,besluit,Besluit 2018-10,2021-05-27,2018,https://lowi.nl/besluit-2018-10/,,2015-2019,1,0.4724095358774868
lowi-2018-11,lowi,besluit,Besluit 2018-11,2021-05-27,2018,https://lowi.nl/besluit-2018-11/,,2015-2019,1,0.5661149631389039
